14:03:13.757 [commands] INFO  GenCommands - 13.751 5:3:8
14:05:09.285 [commands] INFO  GenCommands - 09.285 8:4:4
14:05:09.291 [commands] INFO  GenCommands - 09.291 4:0:1
14:05:09.298 [commands] INFO  GenCommands - 09.298 1:6:1
14:05:09.304 [commands] INFO  GenCommands - 09.304 3:2:7
14:05:09.310 [commands] INFO  GenCommands - 09.310 0:7:4
14:05:09.316 [commands] INFO  GenCommands - 09.316 3:8:6
14:05:09.322 [commands] INFO  GenCommands - 09.322 8:3:7
14:05:09.328 [commands] INFO  GenCommands - 09.328 0:8:6
14:05:09.334 [commands] INFO  GenCommands - 09.334 1:3:4
14:05:09.340 [commands] INFO  GenCommands - 09.340 1:7:5
14:05:09.346 [commands] INFO  GenCommands - 09.346 0:2:6
14:05:09.355 [commands] INFO  GenCommands - 09.355 1:3:1
14:05:09.362 [commands] INFO  GenCommands - 09.362 4:7:1
14:05:09.369 [commands] INFO  GenCommands - 09.369 1:2:3
14:05:09.376 [commands] INFO  GenCommands - 09.376 7:8:3
14:05:09.383 [commands] INFO  GenCommands - 09.383 8:6:6
14:05:09.390 [commands] INFO  GenCommands - 09.390 1:6:8
14:05:09.396 [commands] INFO  GenCommands - 09.396 0:3:5
14:05:09.402 [commands] INFO  GenCommands - 09.402 0:1:7
14:05:09.408 [commands] INFO  GenCommands - 09.408 7:1:1
14:05:09.414 [commands] INFO  GenCommands - 09.414 6:7:2
14:05:09.422 [commands] INFO  GenCommands - 09.422 7:5:2
14:05:09.428 [commands] INFO  GenCommands - 09.428 1:3:7
14:05:09.434 [commands] INFO  GenCommands - 09.434 1:3:6
14:05:09.440 [commands] INFO  GenCommands - 09.440 1:0:5
14:05:09.448 [commands] INFO  GenCommands - 09.448 3:5:3
14:05:09.456 [commands] INFO  GenCommands - 09.456 6:1:4
14:05:09.462 [commands] INFO  GenCommands - 09.462 1:0:4
14:05:09.470 [commands] INFO  GenCommands - 09.470 2:1:8
14:05:09.477 [commands] INFO  GenCommands - 09.477 8:1:5
14:05:09.484 [commands] INFO  GenCommands - 09.484 2:1:7
14:05:09.492 [commands] INFO  GenCommands - 09.492 7:4:2
14:05:09.500 [commands] INFO  GenCommands - 09.500 4:1:1
14:05:09.506 [commands] INFO  GenCommands - 09.506 3:4:2
14:05:09.513 [commands] INFO  GenCommands - 09.513 7:0:6
14:05:09.519 [commands] INFO  GenCommands - 09.519 7:6:8
14:05:09.526 [commands] INFO  GenCommands - 09.526 2:7:7
14:05:09.533 [commands] INFO  GenCommands - 09.533 2:0:3
14:05:09.540 [commands] INFO  GenCommands - 09.540 6:4:6
14:05:09.546 [commands] INFO  GenCommands - 09.546 4:5:3
14:05:09.552 [commands] INFO  GenCommands - 09.552 7:1:7
14:05:09.558 [commands] INFO  GenCommands - 09.558 4:3:2
14:05:09.564 [commands] INFO  GenCommands - 09.564 6:4:1
14:05:09.570 [commands] INFO  GenCommands - 09.570 7:1:2
14:05:09.576 [commands] INFO  GenCommands - 09.576 7:0:5
14:05:09.582 [commands] INFO  GenCommands - 09.582 1:3:2
14:05:09.590 [commands] INFO  GenCommands - 09.590 3:0:1
14:05:09.597 [commands] INFO  GenCommands - 09.597 7:2:3
14:05:09.604 [commands] INFO  GenCommands - 09.604 0:7:3
14:05:09.610 [commands] INFO  GenCommands - 09.610 2:1:6
14:05:09.616 [commands] INFO  GenCommands - 09.616 3:5:4
14:05:09.623 [commands] INFO  GenCommands - 09.623 2:4:7
14:05:09.629 [commands] INFO  GenCommands - 09.629 5:3:6
14:05:09.635 [commands] INFO  GenCommands - 09.635 3:5:3
14:05:09.643 [commands] INFO  GenCommands - 09.643 0:7:8
14:05:09.649 [commands] INFO  GenCommands - 09.649 2:0:6
14:05:09.656 [commands] INFO  GenCommands - 09.656 7:0:2
14:05:09.663 [commands] INFO  GenCommands - 09.663 6:1:3
14:05:09.672 [commands] INFO  GenCommands - 09.672 4:7:1
14:05:09.679 [commands] INFO  GenCommands - 09.679 3:2:2
14:05:09.685 [commands] INFO  GenCommands - 09.685 5:4:2
14:05:09.691 [commands] INFO  GenCommands - 09.691 1:5:8
14:05:09.697 [commands] INFO  GenCommands - 09.697 8:0:2
14:05:09.703 [commands] INFO  GenCommands - 09.703 2:6:5
14:05:09.709 [commands] INFO  GenCommands - 09.709 8:1:6
14:05:09.716 [commands] INFO  GenCommands - 09.716 8:6:6
14:05:09.723 [commands] INFO  GenCommands - 09.723 8:6:6
14:05:09.729 [commands] INFO  GenCommands - 09.729 0:6:1
14:05:09.737 [commands] INFO  GenCommands - 09.737 6:4:6
14:05:09.744 [commands] INFO  GenCommands - 09.744 1:7:6
14:05:09.750 [commands] INFO  GenCommands - 09.750 8:6:6
14:05:09.757 [commands] INFO  GenCommands - 09.757 3:6:3
14:05:09.764 [commands] INFO  GenCommands - 09.764 4:8:1
14:05:09.770 [commands] INFO  GenCommands - 09.770 2:0:2
14:05:09.776 [commands] INFO  GenCommands - 09.776 6:5:1
14:05:09.783 [commands] INFO  GenCommands - 09.783 3:1:8
14:05:09.789 [commands] INFO  GenCommands - 09.789 2:3:1
14:05:09.796 [commands] INFO  GenCommands - 09.796 4:2:3
14:05:09.803 [commands] INFO  GenCommands - 09.803 0:8:7
14:05:09.810 [commands] INFO  GenCommands - 09.810 0:1:4
14:05:09.817 [commands] INFO  GenCommands - 09.817 6:8:8
14:05:09.824 [commands] INFO  GenCommands - 09.824 2:4:5
14:05:09.831 [commands] INFO  GenCommands - 09.831 8:3:2
14:05:09.838 [commands] INFO  GenCommands - 09.838 4:8:7
14:05:09.845 [commands] INFO  GenCommands - 09.845 3:8:6
14:05:09.851 [commands] INFO  GenCommands - 09.851 5:2:4
14:05:09.857 [commands] INFO  GenCommands - 09.857 2:4:2
14:05:09.864 [commands] INFO  GenCommands - 09.864 5:6:5
14:05:09.870 [commands] INFO  GenCommands - 09.870 8:5:4
14:05:09.878 [commands] INFO  GenCommands - 09.878 0:4:5
14:05:09.885 [commands] INFO  GenCommands - 09.885 3:2:8
14:05:09.891 [commands] INFO  GenCommands - 09.891 1:4:1
14:05:09.897 [commands] INFO  GenCommands - 09.897 2:3:6
14:05:09.903 [commands] INFO  GenCommands - 09.903 2:7:8
14:05:09.911 [commands] INFO  GenCommands - 09.911 5:1:4
14:05:09.917 [commands] INFO  GenCommands - 09.917 7:4:2
14:05:09.923 [commands] INFO  GenCommands - 09.923 1:6:4
14:05:09.929 [commands] INFO  GenCommands - 09.929 0:4:8
14:05:09.936 [commands] INFO  GenCommands - 09.936 0:3:8
14:05:09.943 [commands] INFO  GenCommands - 09.943 3:7:6
14:05:09.950 [commands] INFO  GenCommands - 09.950 8:1:6
14:05:09.958 [commands] INFO  GenCommands - 09.958 4:8:5
14:05:09.964 [commands] INFO  GenCommands - 09.964 0:3:1
14:05:09.972 [commands] INFO  GenCommands - 09.972 3:5:4
14:05:09.978 [commands] INFO  GenCommands - 09.978 8:1:5
14:05:09.985 [commands] INFO  GenCommands - 09.985 4:6:8
14:05:09.991 [commands] INFO  GenCommands - 09.991 8:4:5
14:05:09.998 [commands] INFO  GenCommands - 09.998 3:7:5
14:05:10.005 [commands] INFO  GenCommands - 10.005 2:3:5
14:05:10.011 [commands] INFO  GenCommands - 10.011 7:8:4
14:05:10.017 [commands] INFO  GenCommands - 10.017 7:5:1
14:05:10.023 [commands] INFO  GenCommands - 10.023 2:6:8
14:05:10.030 [commands] INFO  GenCommands - 10.030 2:1:5
14:05:10.038 [commands] INFO  GenCommands - 10.038 2:5:6
14:05:10.045 [commands] INFO  GenCommands - 10.045 1:3:2
14:05:10.054 [commands] INFO  GenCommands - 10.054 8:0:7
14:05:10.061 [commands] INFO  GenCommands - 10.061 8:3:2
14:05:10.067 [commands] INFO  GenCommands - 10.067 0:4:5
14:05:10.073 [commands] INFO  GenCommands - 10.073 4:7:1
14:05:10.079 [commands] INFO  GenCommands - 10.079 2:4:1
14:05:10.085 [commands] INFO  GenCommands - 10.085 3:4:1
14:05:10.092 [commands] INFO  GenCommands - 10.092 2:6:4
14:05:10.100 [commands] INFO  GenCommands - 10.100 6:2:8
14:05:10.106 [commands] INFO  GenCommands - 10.106 7:6:1
14:05:10.114 [commands] INFO  GenCommands - 10.114 3:8:4
14:05:10.120 [commands] INFO  GenCommands - 10.120 1:2:1
14:05:10.128 [commands] INFO  GenCommands - 10.128 2:7:6
14:05:10.135 [commands] INFO  GenCommands - 10.135 2:0:4
14:05:10.141 [commands] INFO  GenCommands - 10.141 1:8:1
14:05:10.147 [commands] INFO  GenCommands - 10.147 2:7:1
14:05:10.154 [commands] INFO  GenCommands - 10.154 0:8:3
14:05:10.160 [commands] INFO  GenCommands - 10.160 8:5:3
14:05:10.166 [commands] INFO  GenCommands - 10.166 3:7:1
14:05:10.173 [commands] INFO  GenCommands - 10.173 3:6:6
14:05:10.183 [commands] INFO  GenCommands - 10.183 7:2:2
14:05:10.189 [commands] INFO  GenCommands - 10.189 2:1:8
14:05:10.198 [commands] INFO  GenCommands - 10.198 8:0:2
14:05:10.206 [commands] INFO  GenCommands - 10.206 3:8:5
14:05:10.213 [commands] INFO  GenCommands - 10.213 7:0:7
14:05:10.221 [commands] INFO  GenCommands - 10.221 5:6:4
14:05:10.228 [commands] INFO  GenCommands - 10.228 3:8:7
14:05:10.235 [commands] INFO  GenCommands - 10.235 7:6:5
14:05:10.243 [commands] INFO  GenCommands - 10.243 4:5:6
14:05:10.251 [commands] INFO  GenCommands - 10.251 1:5:2
14:05:10.258 [commands] INFO  GenCommands - 10.258 8:5:2
14:05:10.265 [commands] INFO  GenCommands - 10.265 6:1:5
14:05:10.273 [commands] INFO  GenCommands - 10.273 1:0:8
14:05:10.279 [commands] INFO  GenCommands - 10.279 5:3:3
14:05:10.286 [commands] INFO  GenCommands - 10.286 1:0:4
14:05:10.294 [commands] INFO  GenCommands - 10.294 2:1:3
14:05:10.302 [commands] INFO  GenCommands - 10.302 0:2:1
14:05:10.309 [commands] INFO  GenCommands - 10.309 1:3:2
14:05:10.316 [commands] INFO  GenCommands - 10.316 7:1:1
14:05:10.323 [commands] INFO  GenCommands - 10.323 2:0:3
14:05:10.330 [commands] INFO  GenCommands - 10.330 2:7:2
14:05:10.337 [commands] INFO  GenCommands - 10.337 3:7:5
14:05:10.343 [commands] INFO  GenCommands - 10.343 8:4:8
14:05:10.349 [commands] INFO  GenCommands - 10.349 5:6:2
14:05:10.357 [commands] INFO  GenCommands - 10.357 2:4:1
14:05:10.365 [commands] INFO  GenCommands - 10.365 7:1:2
14:05:10.373 [commands] INFO  GenCommands - 10.373 2:5:1
14:05:10.380 [commands] INFO  GenCommands - 10.380 2:7:7
14:05:10.388 [commands] INFO  GenCommands - 10.388 4:6:8
14:05:10.394 [commands] INFO  GenCommands - 10.394 7:1:2
14:05:10.401 [commands] INFO  GenCommands - 10.401 5:8:6
14:05:10.407 [commands] INFO  GenCommands - 10.407 0:3:1
14:05:10.415 [commands] INFO  GenCommands - 10.415 8:4:2
14:05:10.422 [commands] INFO  GenCommands - 10.422 1:8:2
14:05:10.430 [commands] INFO  GenCommands - 10.430 1:5:6
14:05:10.437 [commands] INFO  GenCommands - 10.437 7:8:6
14:05:10.443 [commands] INFO  GenCommands - 10.443 7:8:2
14:05:10.450 [commands] INFO  GenCommands - 10.450 4:1:7
14:05:10.457 [commands] INFO  GenCommands - 10.457 0:4:2
14:05:10.463 [commands] INFO  GenCommands - 10.463 2:1:1
14:05:10.469 [commands] INFO  GenCommands - 10.469 1:0:1
14:05:10.476 [commands] INFO  GenCommands - 10.476 2:5:1
14:05:10.483 [commands] INFO  GenCommands - 10.483 6:4:7
14:05:10.491 [commands] INFO  GenCommands - 10.491 3:6:2
14:05:10.498 [commands] INFO  GenCommands - 10.498 8:6:6
14:05:10.505 [commands] INFO  GenCommands - 10.505 0:8:5
14:05:10.512 [commands] INFO  GenCommands - 10.512 8:0:6
14:05:10.519 [commands] INFO  GenCommands - 10.519 5:0:2
14:05:10.526 [commands] INFO  GenCommands - 10.526 7:4:3
14:05:10.533 [commands] INFO  GenCommands - 10.533 2:5:3
14:05:10.541 [commands] INFO  GenCommands - 10.541 8:6:7
14:05:10.547 [commands] INFO  GenCommands - 10.547 0:6:6
14:05:10.553 [commands] INFO  GenCommands - 10.553 4:5:8
14:05:10.560 [commands] INFO  GenCommands - 10.560 6:5:1
14:05:10.566 [commands] INFO  GenCommands - 10.566 8:5:5
14:05:10.572 [commands] INFO  GenCommands - 10.572 1:7:7
14:05:10.579 [commands] INFO  GenCommands - 10.579 1:6:1
14:05:10.585 [commands] INFO  GenCommands - 10.585 3:5:5
14:05:10.593 [commands] INFO  GenCommands - 10.593 0:5:7
14:05:10.600 [commands] INFO  GenCommands - 10.600 8:2:3
14:05:10.607 [commands] INFO  GenCommands - 10.607 1:7:7
14:05:10.614 [commands] INFO  GenCommands - 10.614 8:5:3
14:05:10.621 [commands] INFO  GenCommands - 10.621 6:4:8
14:05:10.629 [commands] INFO  GenCommands - 10.629 3:1:6
14:05:10.635 [commands] INFO  GenCommands - 10.635 2:0:2
14:05:10.643 [commands] INFO  GenCommands - 10.643 2:7:2
14:05:10.651 [commands] INFO  GenCommands - 10.651 2:7:4
14:05:10.659 [commands] INFO  GenCommands - 10.659 2:8:5
14:05:10.665 [commands] INFO  GenCommands - 10.665 7:8:2
14:05:10.672 [commands] INFO  GenCommands - 10.672 5:2:6
14:05:10.678 [commands] INFO  GenCommands - 10.678 0:5:4
14:05:10.685 [commands] INFO  GenCommands - 10.685 4:7:7
14:05:10.693 [commands] INFO  GenCommands - 10.693 6:2:2
14:05:10.699 [commands] INFO  GenCommands - 10.699 4:6:4
14:05:10.706 [commands] INFO  GenCommands - 10.706 4:5:2
14:05:10.712 [commands] INFO  GenCommands - 10.712 0:8:3
14:05:10.718 [commands] INFO  GenCommands - 10.718 2:6:4
14:05:10.724 [commands] INFO  GenCommands - 10.724 8:4:5
14:05:10.731 [commands] INFO  GenCommands - 10.731 2:4:2
14:05:10.738 [commands] INFO  GenCommands - 10.738 7:4:6
14:05:10.745 [commands] INFO  GenCommands - 10.745 2:4:8
14:05:10.751 [commands] INFO  GenCommands - 10.751 6:2:1
14:05:10.759 [commands] INFO  GenCommands - 10.759 8:1:5
14:05:10.766 [commands] INFO  GenCommands - 10.766 0:4:4
14:05:10.772 [commands] INFO  GenCommands - 10.772 5:1:1
14:05:10.778 [commands] INFO  GenCommands - 10.778 6:0:7
14:05:10.785 [commands] INFO  GenCommands - 10.785 8:5:4
14:05:10.793 [commands] INFO  GenCommands - 10.793 1:6:2
14:05:10.800 [commands] INFO  GenCommands - 10.800 3:5:5
14:05:10.807 [commands] INFO  GenCommands - 10.807 5:7:5
14:05:10.813 [commands] INFO  GenCommands - 10.813 0:5:2
14:05:10.819 [commands] INFO  GenCommands - 10.819 1:0:2
14:05:10.826 [commands] INFO  GenCommands - 10.826 8:6:3
14:05:10.835 [commands] INFO  GenCommands - 10.835 5:7:5
14:05:10.841 [commands] INFO  GenCommands - 10.841 3:6:6
14:05:10.848 [commands] INFO  GenCommands - 10.848 6:7:2
14:05:10.855 [commands] INFO  GenCommands - 10.855 4:6:4
14:05:10.862 [commands] INFO  GenCommands - 10.862 5:2:3
14:05:10.869 [commands] INFO  GenCommands - 10.869 2:5:5
14:05:10.875 [commands] INFO  GenCommands - 10.875 6:5:3
14:05:10.882 [commands] INFO  GenCommands - 10.882 0:7:1
14:05:10.888 [commands] INFO  GenCommands - 10.888 4:1:4
14:05:10.896 [commands] INFO  GenCommands - 10.896 1:6:2
14:05:10.904 [commands] INFO  GenCommands - 10.904 3:8:1
14:05:10.911 [commands] INFO  GenCommands - 10.911 2:3:7
14:05:10.917 [commands] INFO  GenCommands - 10.917 5:6:1
14:05:10.923 [commands] INFO  GenCommands - 10.923 3:8:2
14:05:10.930 [commands] INFO  GenCommands - 10.930 4:6:7
14:05:10.936 [commands] INFO  GenCommands - 10.936 0:4:2
14:05:10.942 [commands] INFO  GenCommands - 10.942 1:4:3
14:05:10.948 [commands] INFO  GenCommands - 10.948 6:5:2
14:05:10.955 [commands] INFO  GenCommands - 10.955 0:7:3
14:05:10.962 [commands] INFO  GenCommands - 10.962 1:0:4
14:05:10.970 [commands] INFO  GenCommands - 10.970 8:2:3
14:05:10.976 [commands] INFO  GenCommands - 10.976 5:2:6
14:05:10.982 [commands] INFO  GenCommands - 10.982 8:1:5
14:05:10.990 [commands] INFO  GenCommands - 10.990 7:1:5
14:05:10.996 [commands] INFO  GenCommands - 10.996 5:7:8
14:05:11.003 [commands] INFO  GenCommands - 11.003 1:3:6
14:05:11.010 [commands] INFO  GenCommands - 11.010 0:3:6
14:05:11.016 [commands] INFO  GenCommands - 11.016 0:6:2
14:05:11.023 [commands] INFO  GenCommands - 11.023 3:6:3
14:05:11.030 [commands] INFO  GenCommands - 11.030 0:7:1
14:05:11.036 [commands] INFO  GenCommands - 11.036 4:6:5
14:05:11.043 [commands] INFO  GenCommands - 11.043 4:7:5
14:05:11.050 [commands] INFO  GenCommands - 11.050 7:3:5
14:05:11.057 [commands] INFO  GenCommands - 11.057 6:4:5
14:05:11.064 [commands] INFO  GenCommands - 11.064 4:7:3
14:05:11.071 [commands] INFO  GenCommands - 11.071 2:0:2
14:05:11.077 [commands] INFO  GenCommands - 11.077 8:3:6
14:05:11.083 [commands] INFO  GenCommands - 11.083 8:6:6
14:05:11.090 [commands] INFO  GenCommands - 11.090 5:1:3
14:05:11.096 [commands] INFO  GenCommands - 11.096 0:1:2
14:05:11.103 [commands] INFO  GenCommands - 11.103 7:0:5
14:05:11.110 [commands] INFO  GenCommands - 11.110 6:5:1
14:05:11.116 [commands] INFO  GenCommands - 11.116 0:7:5
14:05:11.124 [commands] INFO  GenCommands - 11.124 2:1:6
14:05:11.131 [commands] INFO  GenCommands - 11.131 5:2:2
14:05:11.139 [commands] INFO  GenCommands - 11.139 6:1:4
14:05:11.146 [commands] INFO  GenCommands - 11.146 2:7:1
14:05:11.154 [commands] INFO  GenCommands - 11.154 1:6:8
14:05:11.160 [commands] INFO  GenCommands - 11.160 1:3:1
14:05:11.167 [commands] INFO  GenCommands - 11.167 2:4:3
14:05:11.174 [commands] INFO  GenCommands - 11.174 4:3:8
14:05:11.181 [commands] INFO  GenCommands - 11.181 0:8:2
14:05:11.187 [commands] INFO  GenCommands - 11.187 8:5:4
14:05:11.193 [commands] INFO  GenCommands - 11.193 3:7:1
14:05:11.200 [commands] INFO  GenCommands - 11.200 1:6:4
14:05:11.209 [commands] INFO  GenCommands - 11.209 1:3:1
14:05:11.216 [commands] INFO  GenCommands - 11.216 8:2:1
14:05:11.222 [commands] INFO  GenCommands - 11.222 5:6:7
14:05:11.228 [commands] INFO  GenCommands - 11.228 8:2:2
14:05:11.235 [commands] INFO  GenCommands - 11.235 4:1:3
14:05:11.241 [commands] INFO  GenCommands - 11.241 4:5:7
14:05:11.248 [commands] INFO  GenCommands - 11.248 4:5:8
14:05:11.255 [commands] INFO  GenCommands - 11.255 5:2:5
14:05:11.263 [commands] INFO  GenCommands - 11.263 7:4:5
14:05:11.270 [commands] INFO  GenCommands - 11.270 2:1:1
14:05:11.276 [commands] INFO  GenCommands - 11.276 0:1:5
14:05:11.282 [commands] INFO  GenCommands - 11.282 0:3:7
14:05:11.289 [commands] INFO  GenCommands - 11.289 2:6:4
14:05:11.296 [commands] INFO  GenCommands - 11.296 1:2:8
14:05:11.303 [commands] INFO  GenCommands - 11.303 0:7:2
14:05:11.312 [commands] INFO  GenCommands - 11.312 0:8:3
14:05:11.321 [commands] INFO  GenCommands - 11.321 7:4:3
14:05:11.329 [commands] INFO  GenCommands - 11.329 6:4:4
14:05:11.337 [commands] INFO  GenCommands - 11.337 1:2:5
14:05:11.343 [commands] INFO  GenCommands - 11.343 0:1:1
14:05:11.350 [commands] INFO  GenCommands - 11.350 1:3:7
14:05:11.356 [commands] INFO  GenCommands - 11.356 5:7:2
14:05:11.362 [commands] INFO  GenCommands - 11.362 8:3:4
14:05:11.369 [commands] INFO  GenCommands - 11.369 8:2:5
14:05:11.375 [commands] INFO  GenCommands - 11.375 1:6:2
14:05:11.383 [commands] INFO  GenCommands - 11.383 4:6:7
14:05:11.391 [commands] INFO  GenCommands - 11.391 2:3:4
14:05:46.716 [main] INFO  UserInput - Changed time interval: 5000
14:05:46.718 [commands] INFO  GenCommands - 46.718 8:6:3
14:05:51.725 [commands] INFO  GenCommands - 51.725 7:2:1
14:05:56.729 [commands] INFO  GenCommands - 56.729 0:1:6
14:06:01.744 [commands] INFO  GenCommands - 01.744 5:0:8
14:06:06.753 [commands] INFO  GenCommands - 06.753 1:3:8
14:14:47.418 [commands] INFO  GenCommands - 47.415 5:8:7
14:25:35.092 [main] INFO  UserInput - 35.088 2:4:1
14:25:47.842 [main] INFO  UserInput - 35.088 2:4:1
14:25:48.353 [main] INFO  UserInput - 47.840 3:2:5
14:26:01.120 [main] INFO  UserInput - 35.088 2:4:1
14:26:01.627 [main] INFO  UserInput - 47.840 3:2:5
14:26:02.140 [main] INFO  UserInput - 01.115 1:2:3
14:26:02.650 [main] INFO  UserInput - 01.118 2:3:4
14:26:28.089 [main] INFO  UserInput - 35.088 2:4:1
14:26:28.595 [main] INFO  UserInput - 47.840 3:2:5
14:26:29.105 [main] INFO  UserInput - 01.115 1:2:3
14:26:29.616 [main] INFO  UserInput - 01.118 2:3:4
14:26:30.129 [main] INFO  UserInput - 28.084 1:2:3
14:26:30.641 [main] INFO  UserInput - 28.087 2:3:4
14:26:56.200 [main] INFO  UserInput - 35.088 2:4:1
14:26:56.707 [main] INFO  UserInput - 47.840 3:2:5
14:26:57.219 [main] INFO  UserInput - 01.115 1:2:3
14:26:57.728 [main] INFO  UserInput - 01.118 2:3:4
14:26:58.238 [main] INFO  UserInput - 28.084 1:2:3
14:26:58.749 [main] INFO  UserInput - 28.087 2:3:4
14:26:59.259 [main] INFO  UserInput - 56.198 2:4:1
14:27:17.906 [commands] INFO  GenCommands - 17.903 0:8:8
14:27:22.920 [commands] INFO  GenCommands - 22.920 5:0:3
14:27:37.187 [main] INFO  UserInput - 37.184 1:2:3
14:27:48.347 [main] INFO  UserInput - 37.184 1:2:3
14:27:48.852 [main] INFO  UserInput - 48.344 2:4:1
14:27:59.575 [main] INFO  UserInput - 37.184 1:2:3
14:28:00.088 [main] INFO  UserInput - 48.344 2:4:1
14:28:00.600 [main] INFO  UserInput - 59.571 1:2:3
14:28:14.223 [main] INFO  UserInput - 37.184 1:2:3
14:28:14.733 [main] INFO  UserInput - 48.344 2:4:1
14:28:15.243 [main] INFO  UserInput - 59.571 1:2:3
14:28:15.754 [main] INFO  UserInput - 14.221 1:5:6
14:29:10.275 [main] INFO  UserInput - 37.184 1:2:3
14:29:10.788 [main] INFO  UserInput - 48.344 2:4:1
14:29:11.298 [main] INFO  UserInput - 59.571 1:2:3
14:29:11.808 [main] INFO  UserInput - 14.221 1:5:6
14:29:12.319 [main] INFO  UserInput - 10.272 2:4:1
14:29:40.829 [commands] INFO  GenCommands - 40.827 8:2:5
14:29:45.833 [commands] INFO  GenCommands - 45.833 7:4:2
14:29:50.844 [commands] INFO  GenCommands - 50.844 3:2:2
14:29:55.850 [commands] INFO  GenCommands - 55.850 8:1:7
14:30:00.857 [commands] INFO  GenCommands - 00.857 5:0:2
14:30:05.864 [commands] INFO  GenCommands - 05.864 3:7:7
14:30:10.873 [commands] INFO  GenCommands - 10.873 2:3:5
14:31:18.684 [commands] INFO  GenCommands - 18.681 6:1:7
14:31:23.697 [commands] INFO  GenCommands - 23.697 1:3:6
14:31:28.700 [commands] INFO  GenCommands - 28.700 7:2:5
14:31:33.702 [commands] INFO  GenCommands - 33.702 6:3:2
14:31:38.703 [commands] INFO  GenCommands - 38.703 0:7:8
14:31:43.710 [commands] INFO  GenCommands - 43.710 4:1:4
14:31:48.723 [commands] INFO  GenCommands - 48.723 8:3:7
14:31:53.724 [commands] INFO  GenCommands - 53.724 7:0:1
14:31:58.738 [commands] INFO  GenCommands - 58.738 2:0:8
14:32:03.749 [commands] INFO  GenCommands - 03.749 5:4:1
14:32:08.752 [commands] INFO  GenCommands - 08.752 5:1:8
14:32:13.755 [commands] INFO  GenCommands - 13.755 1:7:5
14:32:18.759 [commands] INFO  GenCommands - 18.759 4:8:6
14:32:23.764 [commands] INFO  GenCommands - 23.764 4:5:5
14:32:28.779 [commands] INFO  GenCommands - 28.779 7:3:8
14:32:33.793 [commands] INFO  GenCommands - 33.793 0:1:1
14:32:38.796 [commands] INFO  GenCommands - 38.796 4:0:7
14:32:43.799 [commands] INFO  GenCommands - 43.799 2:5:7
14:32:48.810 [commands] INFO  GenCommands - 48.810 4:1:1
14:32:53.820 [commands] INFO  GenCommands - 53.820 8:4:6
14:32:58.821 [commands] INFO  GenCommands - 58.821 2:5:2
14:33:03.829 [commands] INFO  GenCommands - 03.829 0:5:7
14:33:08.835 [commands] INFO  GenCommands - 08.835 1:0:1
14:33:13.848 [commands] INFO  GenCommands - 13.848 8:3:7
14:33:18.861 [commands] INFO  GenCommands - 18.861 3:0:6
14:33:23.868 [commands] INFO  GenCommands - 23.868 7:6:6
14:33:28.871 [commands] INFO  GenCommands - 28.871 0:5:7
14:33:33.876 [commands] INFO  GenCommands - 33.876 5:2:8
14:33:38.883 [commands] INFO  GenCommands - 38.883 3:2:3
14:33:43.883 [commands] INFO  GenCommands - 43.883 0:3:4
14:33:48.892 [commands] INFO  GenCommands - 48.892 5:1:7
14:33:53.905 [commands] INFO  GenCommands - 53.905 0:2:5
14:33:58.910 [commands] INFO  GenCommands - 58.910 5:6:8
14:34:03.912 [commands] INFO  GenCommands - 03.912 4:7:6
14:34:08.919 [commands] INFO  GenCommands - 08.919 5:8:6
14:34:13.930 [commands] INFO  GenCommands - 13.930 3:7:2
14:34:18.930 [commands] INFO  GenCommands - 18.930 0:6:4
14:34:23.931 [commands] INFO  GenCommands - 23.931 2:6:6
14:34:28.938 [commands] INFO  GenCommands - 28.938 0:7:3
14:34:33.944 [commands] INFO  GenCommands - 33.944 2:3:8
14:34:38.945 [commands] INFO  GenCommands - 38.945 7:5:7
14:35:12.305 [commands] INFO  GenCommands - 12.302 4:5:4
14:35:26.721 [commands] INFO  GenCommands - 26.718 1:5:5
14:35:31.724 [commands] INFO  GenCommands - 31.724 1:4:2
14:35:36.734 [commands] INFO  GenCommands - 36.734 4:6:2
14:35:41.739 [commands] INFO  GenCommands - 41.739 5:4:6
14:35:46.751 [commands] INFO  GenCommands - 46.751 5:2:7
14:35:46.861 [main] INFO  UserInput - 46.857 1:2:3
14:35:51.757 [commands] INFO  GenCommands - 51.757 8:4:2
14:36:19.105 [commands] INFO  GenCommands - 19.101 0:2:5
14:36:23.573 [main] INFO  UserInput - 23.568 1:2:4
14:36:24.085 [main] INFO  UserInput - 23.570 1:2:5
14:36:24.117 [commands] INFO  GenCommands - 24.117 0:1:6
14:36:29.131 [commands] INFO  GenCommands - 29.131 1:4:4
14:36:34.142 [commands] INFO  GenCommands - 34.142 7:1:7
14:36:39.157 [commands] INFO  GenCommands - 39.157 7:1:1
14:36:44.164 [commands] INFO  GenCommands - 44.164 0:5:4
14:36:49.174 [commands] INFO  GenCommands - 49.174 8:7:4
14:36:54.189 [commands] INFO  GenCommands - 54.189 8:3:7
14:36:59.204 [commands] INFO  GenCommands - 59.204 3:7:6
14:37:04.214 [commands] INFO  GenCommands - 04.214 1:2:2
14:37:09.220 [commands] INFO  GenCommands - 09.220 6:5:3
14:37:14.229 [commands] INFO  GenCommands - 14.229 3:0:5
14:37:19.231 [commands] INFO  GenCommands - 19.231 1:7:1
14:37:24.233 [commands] INFO  GenCommands - 24.233 2:6:5
